"","Target","ID","Date","flag","User","Text"
"113109",0,1825703059,"Sun May 17 06:34:58 PDT 2009","NO_QUERY","mariibckp","the killers - human &lt;3 + studing filosophy "
"113197",0,1825735695,"Sun May 17 06:40:55 PDT 2009","NO_QUERY","76birdy76",".@FakerParis  and ya I got home at 1am and never made it to the second party  . My sister is going to kill me. LOL"
"113546",0,1825874933,"Sun May 17 07:05:42 PDT 2009","NO_QUERY","xoxomonika","i would be lucky to be with him. but hed be the one stuck with someone so ugly...its killing me..im not gonna let him suffer "
"114123",0,1826139654,"Sun May 17 07:47:23 PDT 2009","NO_QUERY","uhmbrittanyy","Scary dream; Monsters came &amp; killed everyone I knew one by one! Scary!!!!! (you were all in it!)  ihate scary dreams."
"114129",0,1826140406,"Sun May 17 07:47:29 PDT 2009","NO_QUERY","CASSANDRERANK","Wow kill me now i woke up with a sore &amp; scratched up throat "
"114221",0,1826198997,"Sun May 17 07:56:02 PDT 2009","NO_QUERY","estherxxamor","science kills.  SATs in 2 weeks. "
"114304",0,1826236003,"Sun May 17 08:01:24 PDT 2009","NO_QUERY","BrandySanDiego","i'm gonna try to go back to sleep  my head is killing me "
"114513",0,1826339584,"Sun May 17 08:16:25 PDT 2009","NO_QUERY","Sovidia","My feet hurts  How do people walk in high heels all day? It nearly kills my feet &quot;/"
"114545",0,1826344891,"Sun May 17 08:17:12 PDT 2009","NO_QUERY","Bjwaggoner","@_Angeline_  Did you kill it?  Its a cute mouse "
"114555",0,1826347811,"Sun May 17 08:17:38 PDT 2009","NO_QUERY","MammaSteph","Oh no! I think I killed a tree by murderously pruning it last autumn...no buds...bad news. "
"114704",0,1826418429,"Sun May 17 08:27:55 PDT 2009","NO_QUERY","theeternal","It's been three weeks without painkillers, now. I still can't sleep through all the pain I'm in. 3-5 hours a night is all I can get "
"115064",0,1826975631,"Sun May 17 09:43:24 PDT 2009","NO_QUERY","lindsayjennings","i had a bad fall last night - basically face-planted the road - and now my right knee is killing me "
"115220",0,1827022610,"Sun May 17 09:49:35 PDT 2009","NO_QUERY","DarwynXRivver","Going out a walk, even though its pissing down, drama studying is killing me  http://tinyurl.com/pzo2u5"
"115317",0,1827053583,"Sun May 17 09:53:39 PDT 2009","NO_QUERY","8a22a","@Joerup I'm the same with plants, I've managed to kill two bonsai trees. "
"115324",0,1827054589,"Sun May 17 09:53:46 PDT 2009","NO_QUERY","LisharR","feeling really sick now!! tooo full, my moms roast dinners are killing me "
"115455",0,1827096798,"Sun May 17 09:59:20 PDT 2009","NO_QUERY","Tiffytaffy1543","Wide awake ... And my throat is killing me "
"115466",0,1827098861,"Sun May 17 09:59:36 PDT 2009","NO_QUERY","Emileh","@SCSW yes there is! I wish I had straight hair  I just KILL my hair with straighteners daily (N)"
"115640",0,1827165471,"Sun May 17 10:07:53 PDT 2009","NO_QUERY","megan323","Wisdom tooth=kills! Ahh I can't chew gum on that side anymore "
"115876",0,1827331330,"Sun May 17 10:29:12 PDT 2009","NO_QUERY","nisaho","almost 1.30AM. havent finished analyzing the scientific ppr.. screw school work. gotta kill chicks tmr. my course is evil!  gotta sleep!"
"115960",0,1827350753,"Sun May 17 10:31:37 PDT 2009","NO_QUERY","grantalias","Jaywalking pedestrian killed on Park Ave. http://tinyurl.com/qv3kvp (via @ctvmontreal) What a horrible accident "
"116002",0,1827357220,"Sun May 17 10:32:26 PDT 2009","NO_QUERY","milincai","Chinese time 1:30am too pain to go 2 sleep  will fly back soon.  hate get on plan all the time, 13 hrs flight is killing me."
"116128",0,1827384938,"Sun May 17 10:35:53 PDT 2009","NO_QUERY","timecake","One Tree Hill is going to kill me tomorrow! I just know it  #oth"
"116230",0,1827406051,"Sun May 17 10:38:35 PDT 2009","NO_QUERY","sarah_renee_","My back is killing me   (need 2 more!)"
"116292",0,1827420365,"Sun May 17 10:40:24 PDT 2009","NO_QUERY","KatieeHowell","i cant revise anymore i think my brains going to explode and my handis killing me "
"116304",0,1827423015,"Sun May 17 10:40:45 PDT 2009","NO_QUERY","carronrebekah","Kill me now. Please? "
"116479",0,1827456729,"Sun May 17 10:45:02 PDT 2009","NO_QUERY","sajester","@JohnGift whatever your avatar is, its killing my blackberry's twitter performance "
"116595",0,1827481127,"Sun May 17 10:48:07 PDT 2009","NO_QUERY","babinator","@ninety9dots i play rc until mm wants to kill me. so im trying to make myself feel better by not going online. sorry plonkies "
"116786",0,1827516149,"Sun May 17 10:52:34 PDT 2009","NO_QUERY","mmbopidy","@samkillip spaaaaaaaaaaaam! i still haven't started my essay  i dont know what to do  im scared for tuesday"
"117056",0,1827567440,"Sun May 17 10:59:13 PDT 2009","NO_QUERY","DamnBuckysBad","Sitting lonely at Starbucks becuz i lost Joanna in the crowd of Drag  ... Feet killin meeeeee but ready to hit the 9th ave Festival"
"117361",0,1827625838,"Sun May 17 11:06:23 PDT 2009","NO_QUERY","GentleSinner","@RainyCityLove  Mohini. If they try to kill you, i'll use my short ass powers against them. A-ok? Team Lenny and Moke ftw ;D &lt;3"
"117368",0,1827627029,"Sun May 17 11:06:33 PDT 2009","NO_QUERY","tiffythegreat","@hiphopcheerio He killed my heart to. Tis' broken. I think he would be my dream guy. And the fact that he killed himself makes me sadder. "
"117463",0,1827646460,"Sun May 17 11:09:01 PDT 2009","NO_QUERY","_Niina_","Math is killing me softly with it's algebra and other matemathic SHIT "
"117540",0,1827660618,"Sun May 17 11:10:46 PDT 2009","NO_QUERY","psonger","flipping powercut has killed my routers wireless  i dont want this hassle"
"117768",0,1827698832,"Sun May 17 11:15:36 PDT 2009","NO_QUERY","melonaise","my throat is killing me. I feel like there are two rock hard gum balls stuck in there. "
"117846",0,1827713440,"Sun May 17 11:17:28 PDT 2009","NO_QUERY","kirstinchloex","My head is still killing me  shit i dont want to go to work."
"118183",0,1827782165,"Sun May 17 11:26:09 PDT 2009","NO_QUERY","misterjackblog","My head has been killing me today and its still 30 days till im going to the nuerology hospital "
"118343",0,1827814764,"Sun May 17 11:30:14 PDT 2009","NO_QUERY","morriscat","@Petiethecat I am glad you like your crochet toys! She is making a little tortoise just now, but she says it's not for killing  Not fair!"
"118583",0,1827866964,"Sun May 17 11:36:43 PDT 2009","NO_QUERY","Joseph1391","Omg  I killed a mouse  on accident. I feel so bad. I almost cried but didn't because I would be embarrassed. I'm so sorry mouse :'("
"118768",0,1827905934,"Sun May 17 11:41:31 PDT 2009","NO_QUERY","la_puta","I just ran over a bird!!  First killing on the road...but really, stupid bird, really? I was going 35 mph!!!!! Sheesh..."
"118787",0,1827910129,"Sun May 17 11:42:02 PDT 2009","NO_QUERY","alyah77","My stomach is killing me and my sweetie is curled up in the bed with a bad headache/maybe fever. Fun day "
"119192",0,1827993542,"Sun May 17 11:52:21 PDT 2009","NO_QUERY","Lisa_OMS","@Killaya I've been told she only had the after show pass and didn't meet anyone. "
"119821",0,1832125500,"Sun May 17 20:11:41 PDT 2009","NO_QUERY","iheartnynuk","@krismac224 updates killing me too! Will try to bring back sun but kinds missing from here too. It must be on the Bahamas!  xoxo ttysoon!"
"119832",0,1832128760,"Sun May 17 20:12:04 PDT 2009","NO_QUERY","teebalicious","@motleyangel killer pic! Damn deathplague keepin me from a great show  tell WB teebes says hi!"
"119851",0,1832132046,"Sun May 17 20:12:27 PDT 2009","NO_QUERY","iheartnynuk","@krismac24 updates killing me too! Will try to bring back sun but kinds missing from here too. It must be on the Bahamas!  xoxo ttysoon!"
"119889",0,1832139149,"Sun May 17 20:13:20 PDT 2009","NO_QUERY","KARALFONSO","has to wait till tomorrowwwwww..... these text messages are killing me "
"119909",0,1832347666,"Sun May 17 20:40:01 PDT 2009","NO_QUERY","wcalder","Really.... Bad.... Sushi...... I hurt so bad..... I'll be spending the night in the restroom... Kill me now.... "
"119996",0,1832555987,"Sun May 17 21:00:33 PDT 2009","NO_QUERY","Clairehappens","5.0 with two aftershocks above 2.0. Powerr bump killed my focus. "
"120023",0,1832559311,"Sun May 17 21:00:55 PDT 2009","NO_QUERY","satori","@Killaya BLIP FAIL! It's not there.  Guess Panty Shot will have to do."
"120134",0,1832812484,"Sun May 17 21:33:33 PDT 2009","NO_QUERY","Shannon112470","I think I killed my IPOD Touch, I threw my credit card down on my desk, then laid IPT on it, went to use it and it is dead, won't turn on "
"120243",0,1832865794,"Sun May 17 21:41:17 PDT 2009","NO_QUERY","rainyyyy","killer sore throat!   its making me sad."
"120285",0,1833052333,"Sun May 17 22:09:56 PDT 2009","NO_QUERY","ladyspeaker","@tink69 Seriously.  I walked by, smiled &amp; said &quot;Seriously, please don't do it.&quot; Her mom could've killed me w/her look of hatred."
"120593",0,1833254633,"Sun May 17 22:43:49 PDT 2009","NO_QUERY","jackley7","I want to be able to ride a fixed gear so bad. I don't think I have the skills though "
"120768",0,1833338086,"Sun May 17 22:58:58 PDT 2009","NO_QUERY","gryffindorap","Biology is going to kill me. I think I'll fail this level in the exam quest... "
"120839",0,1833373892,"Sun May 17 23:05:15 PDT 2009","NO_QUERY","ElleCTF","Killlll me... I can't believe I have the flu "
"120943",0,1833397243,"Sun May 17 23:09:33 PDT 2009","NO_QUERY","woreg75","This night shift is killing me.. lost my watch last night too.. "
"120984",0,1833403924,"Sun May 17 23:10:44 PDT 2009","NO_QUERY","jamesfenton","Monday is not a good day for a killer hangover to kick in "
"121030",0,1833412214,"Sun May 17 23:12:16 PDT 2009","NO_QUERY","Fancake","I'd get a second-hand collarbone if I could this one is killin me! Ouch! Prob too much typing or somesuch "
"121163",0,1833443801,"Sun May 17 23:18:13 PDT 2009","NO_QUERY","Lisssard","can't sleep cause my knee is killing me and the pain pills havent made me sleepy either   i will pay at work tomorrow i am sure."
"121166",0,1833444520,"Sun May 17 23:18:22 PDT 2009","NO_QUERY","VdChiongbian","@myucan91 lol which is good. i'd kill to stop drinking too much...   its exhausting sometimes.."
"122115",0,1833646455,"Sun May 17 23:58:34 PDT 2009","NO_QUERY","ErinMBrady","&quot;My Big Redneck Wedding&quot; is killing me inside. It's so horrible "
"122465",0,1833716269,"Mon May 18 00:12:31 PDT 2009","NO_QUERY","taraw07","@Bluebee3 I had a weekend of killing myself b/c of this damn cruise  it was very unhealthy...lol....other than that the same old stuff..."
"122523",0,1833725692,"Mon May 18 00:14:27 PDT 2009","NO_QUERY","x_lovelyx","awww buffy just killed angel and left sunnydale  sad ending! season 3 tomorrow&lt;3"
"123030",0,1833832322,"Mon May 18 00:36:56 PDT 2009","NO_QUERY","Scotty089","Off to the gym for 9 - for Pump, Spin + Killer Abs  I'm feeling the burn already!"
"123046",0,1833835915,"Mon May 18 00:37:43 PDT 2009","NO_QUERY","kinkpink","@Sayamelon And there's also young Scot! Oh, I liked Scot.  The way they killed him in that other movie was so retarded."
"123156",0,1833856119,"Mon May 18 00:42:07 PDT 2009","NO_QUERY","judykyho","my dear???DO NOT KILL ME! i will clean it up! but the watch&amp;the ring..err.. you can spill coffee in my car too if u feel better this way! "
"123232",0,1833869518,"Mon May 18 00:45:08 PDT 2009","NO_QUERY","LizStrand","@Sportscenter No top plays on Sun night kills me! Twins would've had 2 of them w/Punto's sliding catch &amp; Mauer's dive.  "
"123264",0,1833876595,"Mon May 18 00:46:42 PDT 2009","NO_QUERY","miss_tattoo","@michellecpa  i know. it's killin me too "
"123587",0,1833938747,"Mon May 18 01:00:49 PDT 2009","NO_QUERY","morriscat","@OscarTheCat They are s-l-o-w-l-y learning to behave like proper mancats. But Dan killed a young starling last week "
"123689",0,1833956603,"Mon May 18 01:04:49 PDT 2009","NO_QUERY","sasheeee","the killers are touring australia! but it is only for over 18's POO "
"123793",0,1833978570,"Mon May 18 01:09:51 PDT 2009","NO_QUERY","johnpaulo21","im downloading Killing Floor..  ..i hope i dont scared .. LoL ~"
"123806",0,1833980456,"Mon May 18 01:10:15 PDT 2009","NO_QUERY","MattHaywardUK","@joannayoung It's dulled now though.  And the job's going okay, but the long hours are a killer at the minute"
"123969",0,1834017698,"Mon May 18 01:18:43 PDT 2009","NO_QUERY","howmanyhearts","I think i officially killed my ipod "
"124168",0,1834055264,"Mon May 18 01:27:28 PDT 2009","NO_QUERY","Mz_tAwNygEe","Omg... Whyyyyy did they kill off michael schofield in prison break  I was so sad watchn the finale of it... Nothing else to watch now BOO!"
"124289",0,1834082833,"Mon May 18 01:33:44 PDT 2009","NO_QUERY","AcidDust","@harunhilton oh lucky you, i would kill for fruit yogurt and soy milk right now "
"124346",0,1834094462,"Mon May 18 01:36:23 PDT 2009","NO_QUERY","Pixxum","definitely sick. my throat is killing me, though it isn't burning like this morning which is good. watched the WORST episode of SPN today "
"124386",0,1834101312,"Mon May 18 01:37:58 PDT 2009","NO_QUERY","xEMAH","@spandexx fuck you. you just killed my pokemon joke.! lol @arcadecore, ill hear yours - dianne killed mine "
"124648",0,1834151960,"Mon May 18 01:49:47 PDT 2009","NO_QUERY","bthaxor","@princeofthebomb haha i didn't even want to continue with everything else i missed out / f'ed up. @trustkills tell me about it "
"124831",0,1834193334,"Mon May 18 01:59:34 PDT 2009","NO_QUERY","SteffenMichels","This day is so sultry, it's killing me. Feels like i'm freezing and sweating at the same time. I so wanna go home and take a shower! "
"125073.1",0,1834241892,"Mon May 18 02:10:34 PDT 2009","NO_QUERY","EuphoriaBard","Saw the cutest baby dragon today! It attacked us though, so we had to kill it "
"125229",0,1834275305,"Mon May 18 02:18:19 PDT 2009","NO_QUERY","lady_firey","Well off to a meeting,have a killer of a sore throat and would be quite happy to stay home and watch Masterchef and Sea Patrol "
"125239",0,1834277386,"Mon May 18 02:18:49 PDT 2009","NO_QUERY","Saaralainen","My back is killing me  Loved, loved, loved the new Star Trek. Not complete homage to Roddenberry but warmed this trekkers heart &lt;3"
"125514",0,1834331927,"Mon May 18 02:31:44 PDT 2009","NO_QUERY","xogabbiejonasox","i just saw a really sad Family Matters :'(....Carl killed someone by accident and at the end he was crying and the dead mans wife cryed 2 "
"125518",0,1834332732,"Mon May 18 02:31:55 PDT 2009","NO_QUERY","stfuppy","ah fuck i'm actually tearing up. Sher Khan killed Raksha.    "
"125566",0,1834340281,"Mon May 18 02:33:40 PDT 2009","NO_QUERY","TanteEmma","@OfficialBF1943 I thought, wow awesome camera skills but a little bit short "
"125598",0,1834344668,"Mon May 18 02:34:43 PDT 2009","NO_QUERY","Saaaandra","Going for some lunch, my throat is killing me "
"125633",0,1834350546,"Mon May 18 02:36:04 PDT 2009","NO_QUERY","Snowfreq","I can't wait til the Uni break... the amount of work they've thrown at me to do is killing me slowly. Argh. "
"125635",0,1834350569,"Mon May 18 02:36:04 PDT 2009","NO_QUERY","bals","Disappointed at: &quot;Tiger leader Prabhakaran killed&quot; Say Day for tamilians  ( http://tinyurl.com/omherw )"
"125873",0,1834400580,"Mon May 18 02:47:25 PDT 2009","NO_QUERY","lulustokie","I've just seen a magpie kill a little bird "
"125893",0,1834404206,"Mon May 18 02:48:17 PDT 2009","NO_QUERY","narain","All the three are KILLED and not committed suicide.Game over, once for all. "
"125975",0,1834424011,"Mon May 18 02:52:51 PDT 2009","NO_QUERY","HGella","Look in my eyes-you're killing me, killing me! All I wanted was you...  "
"126016",0,1834432199,"Mon May 18 02:54:50 PDT 2009","NO_QUERY","babybish","@jessfaith Unfortunatley no...off to dentist in a bit, also have caught the cold lurgy, so throat is killing me and i have a lovely cough "
"126042",0,1834438269,"Mon May 18 02:56:14 PDT 2009","NO_QUERY","Nicsey","Looks like I killed my Plumeria rubra &quot;Saraburi Rainbow&quot; when I closed the greenhouse!  "
"126059",0,1834441164,"Mon May 18 02:56:54 PDT 2009","NO_QUERY","AustGr3m","@dougedey there is also talk about one condition of renewal is they get rid of a cast member  The budget better not kill this show!"
"126080",0,1834445940,"Mon May 18 02:58:06 PDT 2009","NO_QUERY","mrtss","my HEAD'S spinnin'!!!! its KILLIN' ME!!!!! i miss b. "
"126205",0,1834470100,"Mon May 18 03:03:29 PDT 2009","NO_QUERY","m0niek","going to work, a meeting , but my back is killin my...  Fucking hell.. But.. when i think of you ... ;-)"
"126348",0,1834500205,"Mon May 18 03:10:20 PDT 2009","NO_QUERY","bellascottx","Revision is killing me  time for a nap..."
"126627",0,1834557121,"Mon May 18 03:23:17 PDT 2009","NO_QUERY","ladyhoot","@jdcrowley gutted about Juliet, I really hope somehow she's ok... poor Sawyer.  If they've killed her just to reboot Skate I'll be pissed!"
"126724",0,1834577680,"Mon May 18 03:28:00 PDT 2009","NO_QUERY","killfile","My abs are killing me. This being healthy stuff is really bad for you "
"126727",0,1834578376,"Mon May 18 03:28:09 PDT 2009","NO_QUERY","hambers","- 1,000 civilians killed in Nigeria over Oil. To paraphrase PE... Black people died, to keep oil pump supplied.  http://bit.ly/WW0Kd"
"126775",0,1834588567,"Mon May 18 03:30:24 PDT 2009","NO_QUERY","MacFindHer","@daybrett Earthquake on Newport-Englewood fault. Same as 1933 Long Beach Qake that killed many. Sister works on 22nd floor in Long Beach "
"126856",0,1834603712,"Mon May 18 03:33:47 PDT 2009","NO_QUERY","Naz_min","doin wrk i dnt even knw wat 2 doso dead wen da dead line hits man gona kill me.get ready naz..oh and pcd big mistake leaving na man "
"127097",0,1834654483,"Mon May 18 03:44:55 PDT 2009","NO_QUERY","Gregor123456789","Business management revision kills the soul! "
"127310",0,1834693564,"Mon May 18 03:53:19 PDT 2009","NO_QUERY","analyzeinfo","#SKP You make my head explode: Teachers gonna kill me  http://bit.ly/EPGem"
"127358",0,1834701582,"Mon May 18 03:54:57 PDT 2009","NO_QUERY","lacrossecutie19","in pain... and sun burnt. every part of my body is killing me. "
"127474",0,1834722735,"Mon May 18 03:59:24 PDT 2009","NO_QUERY","gellivictor","I gotta go home man. This headache is killing me "
"127590",0,1834748206,"Mon May 18 04:04:18 PDT 2009","NO_QUERY","joshie1226","my COUGH is Killing me. Really sick right now. "
"128023",0,1834834569,"Mon May 18 04:21:10 PDT 2009","NO_QUERY","HallyNewman","Needs entertainment.... This stiff is killing me   http://twitpic.com/5f64s"
"128271",0,1834879987,"Mon May 18 04:29:51 PDT 2009","NO_QUERY","notbrandonclark","@zachblasko sometimes your twitter statuses make me want to kill a small child "
"128623",0,1834942681,"Mon May 18 04:41:06 PDT 2009","NO_QUERY","miserylied","Gonna take a nap before going to the doctor. I have to caffeine fast for tests and my head is killing me. "
"128727",0,1834961382,"Mon May 18 04:44:29 PDT 2009","NO_QUERY","mcraddictal","@_xotashhh but i said i was gonna finish growing pains. And i can't ever get on to read it and it's killing me.  and i wanna finish..."
"128789",0,1834973578,"Mon May 18 04:46:38 PDT 2009","NO_QUERY","erinnncatherine","my arms arr killong me,  and im struggeling to stay awake."
"128897",0,1834993509,"Mon May 18 04:50:11 PDT 2009","NO_QUERY","dilligaf1701","@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it "
"128901",0,1834995423,"Mon May 18 04:50:30 PDT 2009","NO_QUERY","mmbopidy","@samkillip Saaaaaaam! i'm trying to start today! i'm scared for tomorrow i dont even know where my court report is  fail fail fail "
"129136",0,1835041520,"Mon May 18 04:58:40 PDT 2009","NO_QUERY","p_dash_m","Jetlag's killing me  hit me bad this time.."
"129163",0,1835046388,"Mon May 18 04:59:32 PDT 2009","NO_QUERY","I_enigma","@SkillsyOz been driving the site since it's conception  - thanks for the tip though"
"129242",0,1835062727,"Mon May 18 05:02:05 PDT 2009","NO_QUERY","Ashleyyy57","Extra tired. And ankle is still killing me.i dont understand why "
"129943",0,1835206794,"Mon May 18 05:25:31 PDT 2009","NO_QUERY","MaryMcGinn","Tummy flu / bug since 3 am- I feel like road kill. "
"129980",0,1835214020,"Mon May 18 05:26:38 PDT 2009","NO_QUERY","RenL2010","No one will kill the huge spider in here "
"130120",0,1835247597,"Mon May 18 05:31:42 PDT 2009","NO_QUERY","UsagiPuffs","Oh God. I killed a bird and hes stuck on my license plate!! Does anyone want to get him off?  &lt;3Usako&gt;"
"130460",0,1835316047,"Mon May 18 05:42:10 PDT 2009","NO_QUERY","misslailah","@missfaithlb i din't go either  wkend just came and went. went 2 a wedding in killer heels &amp; now i need crutches. Lol. what u get up to?"
"130531",0,1835329827,"Mon May 18 05:44:17 PDT 2009","NO_QUERY","Kuwait_Mates","I am off to bed .. today was a Gr8 day full of things .. i am more than tired and i need rest ! tomorrow is a killing day cuz  my MIDTERM "
"130686",0,1835359098,"Mon May 18 05:48:31 PDT 2009","NO_QUERY","themaddreamer","My coccyx hurts!!!  Decided to give back in to the painkillers... Risking spending some productive time on the laptop..."
"130890",0,1835403527,"Mon May 18 05:54:52 PDT 2009","NO_QUERY","n3ssypo0","Playing games on my phone..killing time before we board. Bye bye ny "
"131163",0,1835466773,"Mon May 18 06:03:23 PDT 2009","NO_QUERY","DivaMarshall","is poorly.  peace and painkillers xxxx"
"131269",0,1835494709,"Mon May 18 06:07:15 PDT 2009","NO_QUERY","JessiG88","Ughhh...it's waaaay too early to be awake right now. I really don't wanna work today. My back is killing me  G'morning (I guess)tweeps"
"131386",0,1835521568,"Mon May 18 06:10:51 PDT 2009","NO_QUERY","chevygirl021481","Just had a great weekend! But this wisdom tooth is killing me. "
"131551",0,1835556848,"Mon May 18 06:15:31 PDT 2009","NO_QUERY","Kdelara","I went to bed with a headache that could kill and woke up with a mild headache that will drive me nuts and from a bad dream!  "
"131752",0,1835600209,"Mon May 18 06:21:13 PDT 2009","NO_QUERY","DrumsAreLife","Waiting for my ride to get here so i can go to zero hour...ugh my allergies are killing me "
"131931",0,1835639264,"Mon May 18 06:26:20 PDT 2009","NO_QUERY","nabilaqila","biology lab report is super killing me! i don't even want to do labs!! "
"132015",0,1835655966,"Mon May 18 06:28:31 PDT 2009","NO_QUERY","Tulogirl2","Lakers won game 7, that means they'll kill the Nuggetts!!!!! "
"132279",0,1835718167,"Mon May 18 06:36:23 PDT 2009","NO_QUERY","hill79","Just discovered Hels was born the day Starwars was first released.  All I got was a DC-10 crashing and killing 241 people. "
"132537",0,1835777538,"Mon May 18 06:43:48 PDT 2009","NO_QUERY","MitzyG","My back and neck are killing me. #spoonies  Hope it just means I shopped to much today and not a flare coming on. "
"132599",0,1835793664,"Mon May 18 06:45:49 PDT 2009","NO_QUERY","GatorGrl","thinks my allergies are trying to kill me today... "
"132996",0,1835893053,"Mon May 18 06:58:04 PDT 2009","NO_QUERY","Linaloo","wtf FOX, wtf? how could you cancel The Sarah Connor Cronicles? you just killed my buzz  that show was the shit."
"133122",0,1835922875,"Mon May 18 07:01:27 PDT 2009","NO_QUERY","FatherRoderick","Production of my Dutch radio show is killing me. It's a burden to produce a daily 30 minute show in addition to all the other ones I do.. "
"133152",0,1835930613,"Mon May 18 07:02:21 PDT 2009","NO_QUERY","jsmith0960","A moment of silence for the bird I killed w my car this morning. R. I. P. Little Robin. "
"133206",0,1835948268,"Mon May 18 07:04:29 PDT 2009","NO_QUERY","GauraaRooney","curtains drawn. just my pretty christmas bulb on. okay, moment ruined. nofx killed pretty love song .ipod on shuffle wasnt the best idea "
"133528",0,1836023343,"Mon May 18 07:13:21 PDT 2009","NO_QUERY","criana","my eyes are killing me today. Red and burning. I think the pollen is finally getting to me  "
"133536",0,1836024394,"Mon May 18 07:13:28 PDT 2009","NO_QUERY","rockapalindrome","hopes mr.allison doesnt kill me, cause i didnt finish my review. "
"133663",0,1836060514,"Mon May 18 07:17:37 PDT 2009","NO_QUERY","buttcheekhead","my little bailey dog has an addiction to killing things  poor poor mouse. r.i.p 13 birds and 6 ground squirrels, also."
"133940",0,1836129292,"Mon May 18 07:25:41 PDT 2009","NO_QUERY","McPango","back to school   killing justin later"
"134147",0,1836178938,"Mon May 18 07:31:25 PDT 2009","NO_QUERY","Jlily85","I think I killed outlook "
"134155",0,1836180455,"Mon May 18 07:31:35 PDT 2009","NO_QUERY","iWentzClndstne","Ouchhh! Woke up because my toe was killing me. Been bleeding hahaha split the nail down the side somehow "
"134277",0,1836214083,"Mon May 18 07:35:26 PDT 2009","NO_QUERY","jaynesjanine","Feeling a wee bit zonked on painkillers...will be very glad to get home today "
"134442",0,1836254494,"Mon May 18 07:40:00 PDT 2009","NO_QUERY","SoFarAway31","It was Carmen/Katie love... but I deleted the huge VOBs and just realized that I killed the whole project. Ohh, sadness. "
"134603",0,1836293148,"Mon May 18 07:44:16 PDT 2009","NO_QUERY","Xiporah","Hungover.  At least I don't have a headache. I can handle the queasy stomach, but it's always the headache that kills me."
"134620",0,1836299115,"Mon May 18 07:44:56 PDT 2009","NO_QUERY","tkmlac","More than 100 civilians killed in a battle 'twix taliban and US. Most taliaban fighters escaped. "
"134865",0,1836369253,"Mon May 18 07:52:27 PDT 2009","NO_QUERY","prestonesto","is waiting in the doctors office. My throat is KILLING me "
"134966",0,1836394480,"Mon May 18 07:55:11 PDT 2009","NO_QUERY","drew122184","I just killed 3  little birds  with my truck.  im a jerk"
"135273",0,1836480076,"Mon May 18 08:04:21 PDT 2009","NO_QUERY","elliehickey","all PSE i was making weird noises with my throat, and now it fucking kills "
"135363",0,1836508831,"Mon May 18 08:07:24 PDT 2009","NO_QUERY","floprocker","Marley and Abby killed and brought me 3 little baby bunnies.   http://twitpic.com/5fffw"
"135493",0,1836577826,"Mon May 18 08:14:38 PDT 2009","NO_QUERY","niffjonerr","My head is killing me, and I feel as though I have too much to sort out. "
"135647",0,1879937685,"Thu May 21 23:35:21 PDT 2009","NO_QUERY","jenforce","Is in misery. It's too hot to sleep and the pollen is killing me. But I can't shut the window because it's too hot "
"135674",0,1879943896,"Thu May 21 23:36:31 PDT 2009","NO_QUERY","beestarr","@LisaLavie girl that tooth is a killer mine been tryna come out for years and it gets me sick everytime it trys "
"136017",0,1880013396,"Thu May 21 23:49:51 PDT 2009","NO_QUERY","ladycameo","sick with a killer fever and migraine. can't sleep  nyquil can S a D!"
"136074",0,1880024092,"Thu May 21 23:51:49 PDT 2009","NO_QUERY","marthaFRESH","omg Nightline is makin me cry  these poor kids being accused of being witches in Africa, tortured, killed or diss owned from their fam."
"136119",0,1880030632,"Thu May 21 23:53:03 PDT 2009","NO_QUERY","pj_campbell","I'm scared that the next time WB does a Superman movie, they'll kill the franchise  I really wish I could pitch this idea to them!"
"136145",0,1880036125,"Thu May 21 23:54:06 PDT 2009","NO_QUERY","thraseia","@killedbyghosts Lucky you, I'm at work "
"136157",0,1880038998,"Thu May 21 23:54:38 PDT 2009","NO_QUERY","rudalevicius","@flyintiger yeah ma dear the lack of time gona be kill us "
"136212",0,1880049747,"Thu May 21 23:56:41 PDT 2009","NO_QUERY","imnickyip","@alexkillby thats so meannnnn!! i dont do that "
"136223",0,1880052030,"Thu May 21 23:57:08 PDT 2009","NO_QUERY","youngcobris","AWW...HE'S TRYING TO KILL HIS BROTHERS WIFE... "
"136368",0,1880084779,"Fri May 22 00:03:09 PDT 2009","NO_QUERY","imnickyip","@alexkillby oh well.. they didnt really like.. do anything WRONG..  i think i'll just wait... "
"136486",0,1880106434,"Fri May 22 00:07:08 PDT 2009","NO_QUERY","MsJuicy313","@mlexiehayden The had some of the best groups...Diddy Pop just kills em "
"136564",0,1880123842,"Fri May 22 00:10:24 PDT 2009","NO_QUERY","RoonskyRiot","I was trying to sleep when I was almost killed by a spider! I put the spider in a little cup and took it outside. Now im paranoid. "
"136666",0,1880146229,"Fri May 22 00:14:48 PDT 2009","NO_QUERY","lidasshi","@ririsisme it's a nice picture. you made it? the exercise is killing huh? mine is tomorrow. wish me still alive "
"136782",0,1880174320,"Fri May 22 00:20:19 PDT 2009","NO_QUERY","ashweelee","How could someone drive so recklessly and kill a cat?! I got there too late to even attempt to save it. I've never been so upset "
"137156",0,1880259047,"Fri May 22 00:37:13 PDT 2009","NO_QUERY","Hewligan","@PeterRoskilly I guess Eurovision wasn't ready for shiny trousers and girls with their bits &amp; pieces suggestively showing "
